restaurant_name_tc,restaurant_name_en,district_name_tc,district_name_en,district_code,address_tc,address_en,license_id,license_type_code,info_code,expiry_date,latitude,longitude,lastupdate,google_id,rating,price_level,review_count,primary_type,all_types,naming_style_en,naming_style_tc
鴻陞泰國菜,鴻陞泰國菜,九龍城區,Kowloon City,52,九龍城南道6號地下,"G/F, 6 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252301106,RL,,2026-12-30,22.3281395,114.1910377,2025-12-17,ChIJ3VOHrioHBDQR8Kr2BDD7y4c,4.0,3.0,120,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰發泰國餐廳,TAI FAT RESTAURANT,九龍城區,Kowloon City,52,九龍城城南道8號地下,"G/F, 8 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252260465,RL,#G,2027-03-26,22.3285441,114.1911068,2026-03-17,ChIJcxUYrCoHBDQRuL-2dv1lMj0,3.8,3.0,300,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金蘭花泰國菜館,Golden Orchid Thai Restaurant,九龍城區,Kowloon City,52,九龍龍崗道12號地下,"G/F, 12 LUNG KONG ROAD, KOWLOON CITY, KOWLOON",2252180927,RL,#G#H,2027-03-14,22.328582,114.190534,2026-03-06,ChIJI6GzsCoHBDQRKubAvEG0kqE,3.8,3.0,374,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
黃珍珍泰國菜館,WONG CHUN CHUN THAI RESTAURANT,九龍城區,Kowloon City,52,"九龍打鼓嶺道23號 百營中心地庫,地下及1樓","BASEMENT, G/F & 1/F, BELSHINE CENTRE, 23 TAK KU LING ROAD, KOWLOON",2252800126,RL,#G#H,2026-06-22,22.3290985,114.1913935,2025-06-20,ChIJTbjvoCoHBDQR4csfnUCbwLY,3.8,3.0,1070,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰仔美食,THAI HOT,九龍城區,Kowloon City,52,九龍南角道30至32號地下,"G/F, 30-32 NAM KOK RD, KOWLOON CITY, KOWLOON",2252080007,RL,#G,2026-06-30,22.3290813,114.1900554,2025-06-25,ChIJf3xbxyoHBDQR4ADh7aOxQSU,4.0,3.0,689,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
永珍泰國燒烤食館,永珍泰國燒烤食館,九龍城區,Kowloon City,52,九龍獅子石道12號地下 及14號地下主要部份,"12 (G/F), 14 (G/F)(MAJOR PORTION), LION ROCK ROAD, KOWLOON CITY, KOWLOON",2252061293,RL,,2026-06-30,22.3280531,114.1882891,2025-06-16,ChIJyd0i1NQABDQR4KUB_q5ydaY,3.6,3.0,432,vietnamese_restaurant,"['vietnamese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
亞潘泰國菜,AMPORN THAI FOOD,葵青區,Kwai Tsing,91,新界葵涌和宜合道5-27號 寶星中心地下6號鋪,"SHOP NO. 6, G/F, PO SING CENTRE, 5-27 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",3191000491,RR,,2027-03-05,22.3658622,114.1364321,2026-03-10,ChIJt4skvpv4AzQRSd5fPLbGGic,4.0,0.0,63,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰旺泰國小菜,泰旺泰國小菜,葵青區,Kwai Tsing,91,新界葵涌 禾塘咀街127號地下,"G/F, 127 WO TONG TSUI STREET, KWAI CHUNG, NEW TERRITORIES",2291000518,RL,,2026-06-30,22.367511,114.132836,2025-06-30,ChIJi4xFY5r4AzQR9D5Qm0D6NfY,3.5,0.0,100,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Khao Tip Thai,Khao Tip Thai,離島區,Islands,17,新界大嶼山東涌下嶺皮村10號地下,"G/F., 10 HA LING PEI VILLAGE, TUNG CHUNG, LANTAU ISLAND, NEW TERRITORIES",2217001519,RL,,2026-07-18,22.2786265,113.9358126,2025-07-22,ChIJBWDYBApYATQRPQsRiImlJEs,3.8,3.0,275,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰象館,THAI CHANG HOUSE,九龍城區,Kowloon City,52,九龍城南道48號地下,"G/F, 48 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252170625,RL,#G,2026-07-13,22.3296529,114.1911017,2025-06-27,ChIJW59jmSoHBDQRQbwnKSIJwWk,4.0,3.0,412,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰金國,DAOKAEW,九龍城區,Kowloon City,52,九龍九龍城侯王道9號地下,"G/F, 9 HAU WONG ROAD, KOWLOON CITY, KOWLOON",2252079003,RL,#G,2026-06-30,22.3280021,114.1885406,2025-05-28,ChIJEd5JWdUGBDQRZexjQEVAMRU,3.8,0.0,552,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
隆姐泰國美食館,隆姐泰國美食館,九龍城區,Kowloon City,52,九龍衙前塱道2號A至2號B地下,"G/F, 2A-2B NGA TSIN LONG ROAD, KOWLOON CITY, KOWLOON",2252077335,RL,#G,2026-06-30,22.3277735,114.1893335,2025-05-19,ChIJPwvDySoHBDQRFfIio2MZoyQ,3.8,3.0,704,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰意廚,Thai idea kitchen,九龍城區,Kowloon City,52,九龍土瓜灣馬頭圍道23至35號隆基大廈地下29H舖,"NO. 29H, G/F, LOONG KING MANSION, 23-35 MA TAU WAI ROAD, TOKWAWAN, KOWLOON CITY, KOWLOON",3152301867,RR,,2027-01-17,22.3092835,114.1878637,2026-02-12,ChIJcbDNTQABBDQRXUYCMdEYuIY,4.3,0.0,3,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
小曼谷泰國美食,小曼谷泰國美食,九龍城區,Kowloon City,52,九龍城南角道9號南成樓地下,"G/F, NAM SHING BLDG., 9 NAM KOK RD., KOWLOON CITY, KOWLOON",2252248582,RL,#G,2027-03-29,22.3282857,114.1896587,2026-03-10,ChIJzykSyioHBDQRkPh0zufV6hk,3.8,3.0,654,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
銀山泰菜,銀山泰菜,九龍城區,Kowloon City,52,九龍土瓜灣浙江街36號地下,"G/F, 36 CHI KIANG STREET, TOKWAWAN, KOWLOON",3152226953,RR,,2026-10-14,22.315218,114.189134,2025-09-30,ChIJ9U0gZwEBBDQRWcU5urCv1iY,4.8,0.0,18,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
來泰巷,來泰巷,九龍城區,Kowloon City,52,九龍馬頭圍道370-376號地下5號舖,"G/F, SHOP NO. 5, 370-376 MA TAU WAI ROAD, KOWLOON",2252807844,RL,,2027-03-17,22.3184519,114.1875254,2026-03-17,ChIJtXTqkZYBBDQRaV7zQpjKDxs,4.0,0.0,141,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
馬泰,MA THAI,中西區,Central/Western,18,香港水街1號K東利大樓地下,"G/F, TUNG LEE MANSION, 1K WATER STREET, WESTERN, HONG KONG",2214129328,RL,,2026-07-01,22.2869334,114.1387797,2025-06-23,ChIJ04baHAD_AzQR7vpahigOKYc,3.8,0.0,53,restaurant,"['restaurant', 'asian_restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰歡迎,泰歡迎,東區,Eastern,11,香港鰂魚涌 英皇道1046號 益昌大廈地下22號A鋪,"SHOP A22, G/F, YICK CHEONG BLDG, 1046 KING'S ROAD, HONG KONG",2211191560,RL,,2026-08-16,22.2840645,114.2123474,2025-10-10,ChIJh_irCgsBBDQRpDiBnw7BOxA,3.8,0.0,105,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金曼谷泰國菜館,Golden Bangkok Thai Restaurant,沙田區,Sha Tin,97,新界沙田 大圍田心街 田心村264號地下 及店鋪前之露天茶座,"G/F, NO 264 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, TIN SAM VILLAGE, TIN SAM STREET, TAI WAI, SHA TIN, NEW TERRITORIES",2297001726,RL,#A#G,2026-10-23,22.3694755,114.1780266,2025-09-22,ChIJS1fVNQ8HBDQRe7C2X03VBe4,3.5,3.0,389,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰苑,泰苑,屯門區,Tuen Mun,93,新界屯門新墟村36區第一台1-3號舖及舖前露天茶座,"NO. 1-3, 1ST TERRACE, 36TH DISTRICT NEW MARKET VILLAGE & THE OUTSIDE SEATING AREA AT SHOP FRONT, TUEN MUN, NEW TERRITORIES",2293000488,RL,#A,2026-06-30,22.400717,113.979567,2025-06-06,ChIJf3zvNiX7AzQR3mwg81iwhfE,3.8,0.0,157,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金泰軒,金泰軒,屯門區,Tuen Mun,93,新界屯門屯門市地段300號青山公路彩華花園地下18及1 9號舖,"SHOP NOS. 18 & 19, G/F, TMTL 300, RAINBOW GARDEN, CASTLE PEAK ROAD, TUEN MUN, NEW TERRITORIES",2293001843,RL,,2026-05-10,22.3865089,113.9817931,2025-05-13,ChIJx9pnAhX7AzQRkP9NLIjkhXU,3.9,3.0,103,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金龍泰國菜館,Gold Dragon Thai Asia Restaurant,屯門區,Tuen Mun,93,新界屯門達仁坊17號遠東發展屯門中心大廈地下,"G/F, FAR EAST CONSORTIUM TUEN MUN CENTRAL BUILDING, 17 TAT YAN SQUARE, TUEN MUN, NEW TERRITORIES",2293002961,RL,#G,2026-06-01,22.3970032,113.9767641,2025-05-21,ChIJxbrJhCL7AzQRElsKUJehqeQ,4.1,3.0,131,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰好味,泰好味,屯門區,Tuen Mun,93,新界屯門青柏徑6號鹿苑地下9號舖,"SHOP 9, G/F, LOOK YUEN, 6 TSING PAK PATH, TUEN MUN, NEW TERRITORIES",2293000664,RL,,2026-06-30,22.4013117,113.9780642,2025-05-09,ChIJcae1Zx_7AzQRz61TXRgXoT0,3.7,0.0,63,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰式食,Thai Perfect,灣仔區,Wan Chai,12,香港銅鑼灣紀利佐治街1號 金百利8樓 R2 & R3 號舖,"FLAT R2&R3, 8/F., ISLAND BEVERLEY, 1 GREAT GEORGE STREET, CAUSEWAY BAY, HONG KONG",2212800142,RL,,2026-06-12,22.2803892,114.1850451,2025-06-12,ChIJV38vmlYABDQRst0Pnq2srfo,3.8,3.0,177,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
新曼谷泰國菜館,新曼谷泰國菜館,灣仔區,Wan Chai,12,香港灣仔軒尼詩道366號地下及閣樓,"G/F & C/L, 366 HENNESSY ROAD, WAN CHAI, HONG KONG",2212019591,RL,,2026-06-30,22.2784287,114.1794356,2025-06-11,ChIJsR8oLVcABDQRt__LpmAoIeI,4.1,0.0,508,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰皇宮,泰皇宮,南區,Southern,15,香港仔舊大街108號 港暉中心地下低層5號舖,"SHOP 5, LG/F, COMFORT CENTRE, 108 OLD MAIN STREET, ABERDEEN, SOUTHERN, HONG KONG",2215129334,RL,,2026-06-25,22.2486215,114.1561509,2025-06-25,ChIJEW5stBwABDQRg3LlWSc5NpA,3.6,3.0,280,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰象泰國餐廳,Erawan Thai Restaurant,南區,Southern,15,鴨脷洲 鴨脷洲大街 57至63號及 洪聖街 12-24號地下B及C號舖 利景大廈,"SHOP B & C, G/F, FORTUNE MANSION, 57-63 MAIN STREET AND, 12-24 HUNG SHING STREET, APLEICHAU, SOUTHERN, HONG KONG",2215085852,RL,,2026-06-30,22.243947,114.155968,2025-06-20,ChIJtSJQ_qeqBjQR_o88cO6WJbQ,4.1,0.0,244,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
The Lotus Viet & Thai Cuisine蓮.越泰坊,The Lotus Viet & Thai Cuisine蓮.越泰坊,南區,Southern,15,香港數碼港道100號 數碼港商場304號舖,"SHOP L3-4, LEVEL 3, THE ARCADE, CYBERPORT, 100 CYBERPORT ROAD, HONG KONG",2215235536,RL,,2026-05-19,22.2608482,114.1296539,2025-04-24,ChIJRb-t9O__AzQRmX3K6cYCf-A,3.1,0.0,122,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰禾美,THAI E-SANRAM-MIS,沙田區,Sha Tin,97,新界沙田大圍 積存街6至10號 龍景樓A鋪地下及 B鋪地下和閣樓,"SHOP A G/F & SHOP B G/F & C/L, LUNG KING BUILDING, 6-10 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",2297000626,RL,,2026-06-30,22.376207,114.1773401,2025-06-02,ChIJL3NdOAAHBDQR95rVioEUIt4,4.1,0.0,66,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
好運泰國美食,好運泰國美食,黃大仙區,Wong Tai Sin,53,"九龍新蒲崗崇齡街33號新蒲崗廣場2樓C38, 39, 39A, 42及43號舖","2/F, SHOP C38, 39, 39A, 42 & 43, SAN PO KONG PLAZA, 33 SHUNG LING STREET, SAN PO KONG, KOWLOON",2253303923,RL,#F#G#H,2026-04-01,22.3351968,114.1959271,2025-04-25,ChIJEWWJeSgHBDQR_vVAMbulqy0,3.9,0.0,37,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰一流,泰一流,黃大仙區,Wong Tai Sin,53,九龍慈雲山蒲英里9號華麗樓地下,"G/F, WAH LAI HOUSE, 9 PO YING LANE, TSZ WAN SHAN, WONG TAI SIN, KOWLOON",2253801490,RL,,2026-08-31,22.346564,114.202439,2025-09-05,ChIJ6-WLTQAHBDQRdYOaQSihOSA,3.5,0.0,115,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰金香小廚,泰金香小廚,東區,Eastern,11,香港北角 電氣道233號 城市花園商場 第14座1樓94號鋪,"SHOP NO. 94, 1/F, BLOCK 14, CITY GARDEN SHOPPING CENTRE, 233 ELECTRIC ROAD, HONG KONG",2211217125,RL,,2026-11-05,22.2899507533504,114.193796426852,2025-11-17,ChIJRwMWdqoABDQRKRTw4ATMEGs,4.3,3.0,199,thai_restaurant,"['thai_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",Standard,標準
暹羅苑泰國餐廳,Siam Garden Thai Restaurant,東區,Eastern,11,香港 七姊妹道116至122號地下B鋪,"SHOP B, G/F, 116-122 TSAT TSZ MUI ROAD, HONG KONG",2211806949,RL,#G#H,2026-12-06,22.2911502,114.204006,2025-12-05,ChIJncTd8g8BBDQRs3eN07GV_tY,3.9,3.0,408,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰發泰國餐廳,泰發泰國餐廳,屯門區,Tuen Mun,93,新界屯門良德街9號盈豐商場地下 A-15號舖及舖前露天座位,"SHOP A-15, G/F, AND OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT ,GOODRICH GARDEN SHOPPING CENTRE, 9 LEUNG TAK STREET, TUEN MUN, NEW TERRITORIES",2293002794,RL,#A,2026-04-07,22.414226,113.975932,2025-03-25,ChIJY4mZQtj6AzQRbur05ZBoqHM,3.5,0.0,17,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金枕頭泰國餐廳,Golden Durian Tai Restaurant,北區,North,96,新界粉嶺 一鳴路23號牽晴間 地下G2號舖,"SHOP G2, G/F, DAWNING VIEWS, 23 YAT MING ROAD, FANLING, NEW TERRITORIES",2296001394,RL,#G,2026-08-04,22.4871867704227,114.144048377357,2025-07-25,ChIJE3F-X98JBDQR6cK8VjSxmIU,3.8,3.0,410,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Mint & Basil Thai Vietnamese Cuisine,Mint & Basil Thai Vietnamese Cuisine,東區,Eastern,11,香港鯉景灣 A區地下GA4-7鋪,"SHOP NO. GA 4-7, G/F, SITE A, LEI KING WAN, HONG KONG",2211183699,RL,,2026-12-17,22.287164950582767,114.22312753890044,2025-12-16,ChIJs_m7AXEBBDQRe56TwOu0R_g,4.3,3.0,485,thai_restaurant,"['thai_restaurant', 'coffee_shop', 'vietnamese_restaurant', 'cafe', 'bar', 'food_store', 'store', 'service', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰太廚房,THAI THAI KITCHEN,大埔區,Tai Po,95,新界大埔大尾督村第28約第703地段A段及712地段A段地下,"G/F, DD 28, LOTS 703 S.A & 712 S.A, TAI MEI TUK CHUEN, TAI PO, NEW TERRITORIES",2295803854,RL,#G,2026-11-06,22.4728367,114.232961,2025-11-05,ChIJXdkINjQJBDQRGOKZ67pK_BE,3.9,3.0,511,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
公車泰國菜館,公車泰國菜館,元朗區,Yuen Long,94,新界元朗西菁街2號興旺樓地下2及3號鋪,"SHOP NO. 2 & 3, G/F, HING WONG BUILDING, 2 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",2294002171,RL,,2026-07-16,22.4419487,114.0268615,2025-08-18,ChIJucyowcv7AzQRtNaw0UWUA78,3.8,0.0,380,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
旦王花─泰越鍾情,旦王花─泰越鍾情,元朗區,Yuen Long,94,新界元朗丈量約份第106約地段第1649號A段及 丈量約份第106約地段 第1649號餘段八鄉錦上路148號地下,"G/F, DD 106, LOT 1649 S.A & R.P., 148 KAM SHEUNG ROAD, PAT HEUNG, YUEN LONG, NEW TERRITORIES",2294001099,RL,,2026-05-21,22.425637,114.080382,2025-05-09,ChIJiStKadv5AzQRc9JU5j0jh_g,3.8,3.0,663,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰東泰國特色餐廳,Thailand East Thai Specialty Restaurant,元朗區,Yuen Long,94,新界元朗東成里路1號地下及1樓,"G/F & 1/F, 1 YUEN LONG TUNG SHING LEI ROAD, YUEN LONG, NEW TERRITORIES",2294003855,RL,#G#H,2027-02-19,22.4449428,114.0431097,2026-02-13,ChIJmQfQ3avwAzQRWL0Zj9TQApg,3.8,3.0,614,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰好運泰國菜,泰好運泰國菜,元朗區,Yuen Long,94,新界元朗福田徑2至16號 樂富大廈地下5B號舖,"SHOP NO. 5B, G/F, LOK FU BUILDING, 2-16 FUK TIN PATH, YUEN LONG, NEW TERRITORIES",3194001033,RR,,2026-12-23,22.4464294,114.0217386,2025-11-11,ChIJ5T1tVJ7wAzQRSyzTD9Qr5V0,3.7,2.0,81,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
英姐泰式海南雞,英姐泰式海南雞,離島區,Islands,17,長洲大新街47號地下,"G/F., 47 TAI SAN STREET, CHEUNG CHAU, NEW TERRITORIES",3117000709,RR,,2026-06-30,22.206585929853,114.029074935457,2025-07-09,ChIJMxN0laFXATQRx-f_KixQjOY,4.8,0.0,11,chinese_restaurant,"['thai_restaurant', 'chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
石澳(中泰式海鮮)酒家,石澳(中泰式海鮮)酒家,南區,Southern,15,石澳村303號地下,"G/F, SHEK O VILLAGE, 303SHEK O, SOUTHERN, HONG KONG",2215034599,RL,,2026-06-30,22.2306075319736,114.251477782553,2025-06-23,ChIJr5P_DAgCBDQR5bE4rsQUEFA,3.9,3.0,372,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰簡單,Thai Simple,灣仔區,Wan Chai,12,香港謝斐道517號總統戲院3樓,"3/F, 517 JAFFE RD, CAUSEWAY BAY, WAN CHAI, HONG KONG",2212222872,RL,,2027-03-31,22.2813247,114.1835742,2026-02-27,ChIJ90MD8VYABDQRwTUBDHTTwpk,3.9,3.0,558,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
榶意泰式粉麵,榶意泰式粉麵,觀塘區,Kwun Tong,51,九龍嘉榮街3-7號 油塘中心嘉發商場G6及G7室,"FLAT G6, G7, KA FAT ARCADE, YAU TONG CENTRE, 3-7 KA WING STREET, KOWLOON",3151228882,RR,,2026-11-24,22.2947906,114.2385137,2025-11-17,ChIJv9uY2mEBBDQRaSZ-8jmIYPY,3.9,2.0,223,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
滿泰小食店,MOON THAI SNACK SHOP,西貢區,Sai Kung,98,新界西貢 福民路高富樓地下25 及26號鋪,"SHOP NOS.25 & 26, G/F., KO FU BUILDING, FUK MAN ROAD, SAI KUNG, NEW TERRITORIES",2298001954,RL,,2026-07-04,22.3821641,114.2730639,2025-05-22,ChIJm3v2X70FBDQR-_VIdpoXqeY,3.4,0.0,73,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
海灣泰,Beach Thai,西貢區,Sai Kung,98,新界西貢第221約164SX大網仔路沙下西沙灣地下、一樓及鋪 前露天座位,"G/F, 1/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, DD 221, SX 164, SAI SHA WAN, SHA HA, TAI MONG TSAI ROAD, SAI KUNG, NEW TERRITORIES",2298001486,RL,#A#F#G,2026-06-30,22.3888414,114.2761517,2025-06-26,ChIJQ4f83U8FBDQR3_L2ftBKeBY,3.4,0.0,11,point_of_interest,"['point_of_interest', 'establishment']",Standard,標準
泰味泰國菜(坑口店第三分店),THAI TASTY THAI RESTAURANT,西貢區,Sai Kung,98,新界西貢 將軍澳坑口村4號B地下,"G/F, 4-B HANG HAU VILLAGE, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298804034,RL,,2026-10-02,22.321578,114.267194,2025-09-04,ChIJ_1Z8JDMFBDQRCpX7JQsTqZ8,4.1,0.0,55,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Simply Thai,Simply Thai,旺角區,Mong Kok,62,九龍旺角基隆街32號地下,"G/F, 32 KI LUNG STREET, MONG KOK, KOWLOON",2262062606,RL,,2026-06-30,22.325191,114.16692,2025-06-23,ChIJRzDxw2cBBDQRPZ6G2haM7pA,4.4,0.0,67,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰廚泰國菜館,泰廚泰國菜館,旺角區,Mong Kok,62,九龍旺角通菜街126號地下及閣樓,"G/F & C/L, 126 TUNG CHOI ST, MONG KOK, KOWLOON",2262068792,RL,#G,2026-06-30,22.3215655,114.1702704,2025-06-13,ChIJX2lSZ8gABDQRDmZsiddIkdw,3.9,3.0,646,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
